,stressor,Gene_set_Term,Genes
570,IL1BIFNG,Reactome_2022_Signaling By PDGFR In Disease R-HSA-9671555,STAT1;STAT3;ETV6
571,IL1BIFNG,Reactome_2022_Erythropoietin Activates Phospholipase C Gamma (PLCG) R-HSA-9027277,LYN;JAK2
572,IL1BIFNG,Reactome_2022_Erythropoietin Activates STAT5 R-HSA-9027283,LYN;JAK2
573,IL1BIFNG,Reactome_2022_FLT3 Signaling By CBL Mutants R-HSA-9706377,UBB;UBC
574,IL1BIFNG,Reactome_2022_Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,CEBPB;RNF213;STAT3;LMO7;RBX1
575,IL1BIFNG,Reactome_2022_HSF1-dependent Transactivation R-HSA-3371571,HSPA8;HSP90AA1;UBB;HSBP1
576,IL1BIFNG,Reactome_2022_Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,CD40;HLA-B;HLA-C;HLA-A;HLA-F;B2M;ICAM1;HLA-E
577,IL1BIFNG,Reactome_2022_CD209 (DC-SIGN) Signaling R-HSA-5621575,LYN;NFKB1;RELB
578,IL1BIFNG,"Reactome_2022_Cell Cycle, Mitotic R-HSA-69278",LYN;CDKN1A;HSP90AA1;MAX;PPP2R5B;RANGAP1;PSMB8;PSMB10;PSMB9;RBX1;PSMA3;PSMA4;PSMB2;UBB;PSMA2;PSMB3;PPP2R5E;UBC;PSME1;PSME2;JAK2;OPTN
579,IL1BIFNG,GO_Biological_Process_2023_Defense Response To Virus (GO:0051607),IFITM3;RTP4;CD40;IFIT5;IFI6;NLRC5;DDX60L;IFIT1;DDX60;SAMHD1;TANK;USP18;IFIT3;IFIT2;IFIH1;DHX58;PMAIP1;GBP2;TRIM21;GBP5;RAB2B;RSAD2;APOBEC3G;MLKL;STAT1;STAT2;MX1;EIF2AK2;ISG15;PML;BST2;ISG20;NT5C3A;CXCL10;MOV10;PLSCR1;ZNFX1;OAS1;IRF1;OAS3;IRF2;IRF7;SHFL;TRIM56
580,IL1BIFNG,GO_Biological_Process_2023_Defense Response To Symbiont (GO:0140546),IFITM3;RTP4;CD40;IFIT5;IFI6;NLRC5;DDX60L;IFIT1;DDX60;SAMHD1;TANK;IFIT3;IFIT2;IFIH1;PMAIP1;GBP2;GBP5;RAB2B;RSAD2;APOBEC3G;MLKL;STAT1;STAT2;MX1;EIF2AK2;ISG15;BST2;ISG20;NT5C3A;MOV10;PLSCR1;ZNFX1;OAS1;IRF1;OAS3;IRF2;IRF7;SHFL;TRIM56
581,IL1BIFNG,GO_Biological_Process_2023_Response To Cytokine (GO:0034097),IFITM3;CD274;CD40;SP100;CALCOCO2;ADAR;CXCL16;RELB;NUB1;LAMP3;UBD;TIMP1;JAK2;TRIM21;MCL1;CD74;GCH1;STAT1;MX1;EIF2AK2;ISG15;NFKB1;PML;NFKB2;BST2;PLSCR1;IL6ST;XAF1;SHFL;TRIM56
582,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Viral Process (GO:0048525),IFITM3;RSAD2;APOBEC3G;STAT1;MX1;IFIT5;EIF2AK2;ISG15;IFIT1;IFIH1;BST2;ISG20;ZFP36;PLSCR1;ZNFX1;OAS1;TNIP1;OAS3;TRIM21;PPIA;SHFL
583,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Viral Genome Replication (GO:0045069),IFITM3;CXCL8;RSAD2;STAU1;APOBEC3G;MX1;IFIT5;EIF2AK2;ISG15;IFIT1;IFIH1;BST2;ISG20;PLSCR1;ZNFX1;OAS1;TNIP1;OAS3;PPIA;SHFL
584,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Viral Genome Replication (GO:0045071),IFITM3;RSAD2;APOBEC3G;MX1;IFIT5;EIF2AK2;ISG15;IFIT1;IFIH1;BST2;ISG20;PLSCR1;ZNFX1;OAS1;TNIP1;OAS3;SHFL
585,IL1BIFNG,GO_Biological_Process_2023_Response To Type II Interferon (GO:0034341),IFITM3;GBP5;CD74;CD40;SP100;GCH1;CALCOCO2;STAT1;CX3CL1;CXCL16;BST2;NUB1;UBD;CD47;GBP2;TRIM21;GBP1;SHFL;GBP4
586,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),PDIA3;ERAP2;TAP2;TAP1;HLA-A;TAPBPL;CALR;IFI30;B2M;TAPBP
587,IL1BIFNG,GO_Biological_Process_2023_Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),CD40;IFIT5;SECTM1;LITAF;TANK;CX3CL1;UBD;ZC3H12A;DHX36;MIER1;TNFSF10;S100A13;TRIM21;TRIM22;APOL2;CD74;RIPK2;STAT1;SHISA5;CFLAR;TNFRSF1A;BST2;TNIP1;RBCK1;TRIM38;OPTN;BIRC3
588,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Type I Interferon Production (GO:0032481),RAB2B;HSP90AA1;RIPK2;STAT1;ISG15;TANK;IFIH1;OAS1;IRF1;OAS3;DHX58;DHX36;FLOT1;IRF7;TRIM56
589,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Cytokine Stimulus (GO:0071345),CD40;CXCL8;MT1X;CIB1;IFIT1;HIF1A;TANK;CX3CL1;MT2A;ZFP36;SOCS1;ZC3H12A;JAK2;GBP2;GBP1;GBP4;JAK1;IL13RA1;GBP3;GBP5;STAT1;STAT3;NFKB1;TNFRSF1A;NFKBIA;OAS1;IRF1;CD47;IL6ST;NFE2L2
590,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Innate Immune Response (GO:0045824),USP15;STAT2;NLRC5;TRAFD1;ISG15;SAMHD1;USP18;OAS1;OAS3;DHX58;SERPING1;TRIM21;PTPN2
591,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),CD74;CD40;RIPK2;IFIT5;SHISA5;SECTM1;CFLAR;LITAF;CX3CL1;TNFRSF1A;BST2;UBD;DHX36;MIER1;TNFSF10;S100A13;RBCK1;TRIM38;TRIM21;TRIM22;BIRC3;APOL2
592,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),OAS1;STAT2;OAS3;NLRC5;ISG15;SAMHD1;USP18;PTPN2
593,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483),ERAP2;HLA-B;TAP2;HLA-C;TAP1;HLA-DRA;HLA-A;HLA-F;HLA-E
594,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Innate Immune Response (GO:0045088),GBP5;AKIRIN2;PTPN1;TRAFD1;IFI35;PARP9;SAMHD1;HLA-E;PLSCR1;IRF1;DHX58;TRIM21;BIRC3;TRIM56;NFE2L2
595,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Tumor Necrosis Factor (GO:0071356),EIF5A;CD40;CXCL8;STAT1;CIB1;TANK;CX3CL1;TNFRSF1A;NFKBIA;ZFP36;TMSB4X;ZC3H12A;JAK2;GBP2;GBP1;NFE2L2;BIRC3;GBP3
596,IL1BIFNG,GO_Biological_Process_2023_Response To Tumor Necrosis Factor (GO:0034612),CD40;CXCL8;GCH1;CIB1;TANK;CX3CL1;CXCL16;NFKBIA;NUB1;ZFP36;UBD;ZC3H12A;JAK2;GBP2;GBP1;NFE2L2;GBP3
597,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),PTPN1;OAS1;STAT2;OAS3;NLRC5;ISG15;SAMHD1;USP18;PTPN2;TRIM56
598,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Protein Deubiquitination (GO:0090085),OTUD4;TNIP1;ZC3H12A;TANK;TRIM21
599,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Interferon-Beta Production (GO:0032728),IFIH1;HSP90AA1;OAS1;RIPK2;IRF1;OAS3;FLOT1;IRF7;ISG15;TRIM56
600,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Lipopolysaccharide (GO:0071222),LYN;CD274;CXCL9;CXCL8;CXCL3;CXCL2;NFKB1;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;ZC3H12A;GBP2;CD68;CHMP5;GBP3
601,IL1BIFNG,GO_Biological_Process_2023_Response To Type I Interferon (GO:0034340),SP100;MX1;ISG15;IFIT1;SHFL;TRIM56
602,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Interferon-Beta Production (GO:0032648),IFIH1;HSP90AA1;OAS1;RIPK2;IRF1;OAS3;FLOT1;IRF7;ISG15;TRIM56;RELB
603,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Molecule Of Bacterial Origin (GO:0071219),CD274;CXCL9;CXCL8;CXCL3;CXCL2;NFKB1;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;ZC3H12A;GBP2;CD68;CHMP5;GBP3
604,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Cytokine Production (GO:0001819),CD274;CD40;CEBPB;HIF1A;TANK;IFIH1;MDK;DHX58;S100A13;FLOT1;TNFRSF14;JAK2;GBP5;CD74;RAB2B;AKIRIN2;BTN3A1;RIPK2;STAT3;EIF2AK2;ISG15;HLA-A;BTN3A2;HLA-E;IRF1;IRF7;IL6ST
605,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Intracellular Signal Transduction (GO:1902533),CD40;WWC1;IFIT5;SECTM1;IFI35;TXN;LITAF;CX3CL1;SLC9A3R1;GRM4;UBD;DHX36;MIER1;S100A13;TNFSF10;PMAIP1;JAK2;TRIM21;TRIM22;APOL2;TGM2;LYN;CD74;HSP90AA1;RIPK2;ARRDC3;SHISA5;EIF2AK2;CFLAR;TNFRSF1A;BST2;RBCK1;TRIM38;PPIA;BIRC3;TRIM56
606,IL1BIFNG,GO_Biological_Process_2023_Response To Lipopolysaccharide (GO:0032496),CD274;CXCL9;CXCL8;GCH1;CXCL3;CXCL2;NFKB1;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;ZC3H12A;JAK2;GBP2;CD68;CHMP5;GBP3
607,IL1BIFNG,GO_Biological_Process_2023_Cytokine-Mediated Signaling Pathway (GO:0019221),LYN;EIF5A;CXCL9;CXCL8;STAT1;STAT3;MX1;CXCL3;CXCL2;CX3CL1;TNFRSF1A;NFKBIA;CXCL10;CXCL11;SOCS1;OAS1;TMSB4X;P4HB;JAK2;IL6ST;JAK1;IL13RA1;BIRC3
608,IL1BIFNG,GO_Biological_Process_2023_Antiviral Innate Immune Response (GO:0140374),IFIH1;CXCL10;OAS1;DHX58;MX1;EIF2AK2;IFIT1;USP18;IFIT3;IFIT2
609,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960),OTUD4;CYLD;OAS1;OAS3;STAT2;NLRC5;ISG15;SAMHD1;PARP14;USP18;PTPN2
610,IL1BIFNG,GO_Biological_Process_2023_Defense Response To Bacterium (GO:0042742),GSDMD;CHGA;AKIRIN2;CEBPB;ISG15;HLA-A;HLA-E;RNF213;ZNFX1;OAS1;OAS3;CASP4;LCN2;TNFRSF14;RBCK1;GBP2;GBP1;OPTN;GBP4;GBP3
611,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Inflammatory Response (GO:0050729),GSDMD;C2CD4A;C2CD4B;IFI35;CX3CL1;TNFRSF1A;NFKBIA;VAMP8;TNIP1;MDK;CASP4;NFKBIZ;CD47;IL6ST
612,IL1BIFNG,GO_Biological_Process_2023_Response To Interferon-Beta (GO:0035456),IFITM3;BST2;PLSCR1;OAS1;STAT1;IRF1;XAF1;SHFL
613,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Immune Response (GO:0050776),LYN;PLSCR1;RSAD2;BCL6;IRF1;SPPL2A;DHX58;IRF7;HLA-DRA;SAMHD1;BIRC3;NFE2L2
614,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Defense Response (GO:0031349),GSDMD;GBP5;AKIRIN2;IFI35;CX3CL1;TNFRSF1A;NFKBIA;PLSCR1;TNIP1;MDK;CASP4;NFKBIZ;CD47;OPTN;TRIM56
615,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Type II Interferon (GO:0071346),GBP5;SP100;STAT1;IRF1;CD47;JAK2;GBP2;GBP1;CX3CL1;GBP4;JAK1
616,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),CTSL;HLA-DRA;HLA-A;IFI30;HLA-F;CTSS;HLA-E;LGMN
617,IL1BIFNG,GO_Biological_Process_2023_Type II Interferon-Mediated Signaling Pathway (GO:0060333),SP100;STAT1;IRF1;JAK2;JAK1
618,IL1BIFNG,GO_Biological_Process_2023_Apoptotic Process (GO:0006915),CSRNP1;RIPK2;MX1;IFI6;CIB1;CFLAR;IFIT2;NFKBIA;PLSCR1;CASP7;PLAGL1;IRF1;CASP4;FAS;PMAIP1;C19ORF12;JAK2;IFT57;PPIA;IER3
619,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Apoptotic Process (GO:0042981),TNFAIP8;PDCD5;IFI6;CIB1;UBE2Z;IFIT3;CX3CL1;HSP90B1;IFIT2;SOCS3;GRM4;UBB;UBD;CFL1;TNFSF10;PMAIP1;IFT57;IER3;MCL1;TGM2;CD74;HSP90AA1;GADD45B;TSC22D1;TNFRSF12A;HSPA5;STAT1;CFLAR;NFKB1;GADD45G;DNAJA1;CXCL10;BCL6;BCL3;FAS;CALR;IL6ST;PTMA;PPIA;BIRC3
620,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Type I Interferon Production (GO:0032479),RAB2B;CYLD;IRF1;DHX58;IRF7;XAF1;TRIM21;TANK;RBX1;TRIM56
621,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Response To External Stimulus (GO:0032101),SAMHD1;USP18;CX3CL1;HERC5;CYLD;BCL6;TMSB4X;IRF1;DHX58;CASP4;NMT1;JAK2;NFE2L2;BIRC3
622,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Virus (GO:0098586),IFIH1;EIF5A;CXCL10;HSP90AA1;OAS1;ZC3H12A;IFI6;JAK2;HIF1A;JAK1
623,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Programmed Cell Death (GO:0043068),GBP5;TNFAIP8;GADD45B;TNFRSF12A;PDCD5;CFLAR;UBE2Z;IFIT2;GADD45G;DNAJA1;BCL6;UBD;TNFSF10;FAS;PMAIP1;GBP2;GBP1;TGM2;MCL1;GBP3
624,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Defense Response To Virus By Host (GO:0002230),HSP90AA1;APOBEC3G;DTX3L;STAT1;ZC3H12A;PARP9;TRIM22
625,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509),LYN;SOCS3;CD40;SOCS1;JAK2;PARP9;IL6ST;PARP14;PTPN2;TNFRSF1A
626,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Cell Population Proliferation (GO:0042127),CDKN1A;CXCL9;BTG1;CXCL8;CSF1;PDCD5;COX17;CIB1;IFI35;IFIT3;CX3CL1;SLC9A3R1;SDCBP;SERTAD1;FTH1;NAMPT;S100A13;TIMP1;JAK2;JUNB;S100A11;LYN;TSC22D1;STAT1;STAT2;STAT3;EIF2AK2;SOD2;PLAAT4;PML;BMP5;BTC;CXCL10;CXCL11;BCL6;IRF1;CALR;CD47;IL6ST;PTPN2;LGMN
627,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Cytokine Production (GO:0001817),LYN;BTN3A1;HLA-B;EIF2AK2;ISG15;BTN3A3;BTN3A2;LITAF;IFIH1;BCL6;S100A13;FLOT1;IRF7;CD47;TRIM21;TRIM56
628,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Lipid (GO:0071396),LYN;CD274;HSPA8;CXCL9;CXCL8;CXCL3;SSTR2;CXCL2;NFKB1;CXCL10;ZFP36;CXCL11;CASP7;TNIP1;ZC3H12A;CD68;GBP2;CHMP5;GBP3
629,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Interleukin-1 (GO:0071347),CD40;CXCL8;ZC3H12A;CD47;GBP2;HIF1A;TANK;GBP1;CX3CL1;NFKB1;GBP3
630,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I (GO:0019885),ERAP2;TAP2;TAP1;HLA-A
631,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Defense Response (GO:0031347),HERC5;CYLD;BCL6;TMSB4X;IRF1;DHX58;CASP4;JAK2;SAMHD1;USP18;NFE2L2;BIRC3
632,IL1BIFNG,GO_Biological_Process_2023_Integrated Stress Response Signaling (GO:0140467),BATF2;CEBPB;BATF3;CEBPD;EIF2AK2;JUNB;NFE2L2
633,IL1BIFNG,GO_Biological_Process_2023_Response To Endoplasmic Reticulum Stress (GO:0034976),PDIA3;CEBPB;CXCL8;HSPA5;DERL1;PDIA6;HSP90B1;ERP44;TMX1;CASP4;FLOT1;P4HB;ATF3
634,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Endopeptidase Activity (GO:0052548),PSENEN;SERPINB1;PSMA3;PSME1;PSME2;SERPING1;TIMP1;PSMB8;BIRC3;PSMB9
635,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Response To External Stimulus (GO:0032103),GSDMD;GBP5;AKIRIN2;IFI35;CX3CL1;TNFRSF1A;NFKBIA;PLSCR1;TNIP1;MDK;CASP4;NFKBIZ;CD47;OPTN;TRIM56
636,IL1BIFNG,GO_Biological_Process_2023_Response To Interleukin-1 (GO:0070555),CD40;CXCL8;ZC3H12A;CD47;GBP2;HIF1A;TANK;GBP1;CX3CL1;NFKB1;GBP3
637,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Response To Biotic Stimulus (GO:0002831),HERC5;IRF1;DHX58;SAMHD1;CX3CL1;BIRC3;NFE2L2
638,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484),HLA-B;HLA-C;HLA-A;HLA-F;HLA-E
639,IL1BIFNG,"GO_Biological_Process_2023_Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)",HLA-B;HLA-C;HLA-A;HLA-F;HLA-E
640,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476),HLA-B;HLA-C;HLA-A;HLA-F;HLA-E
641,IL1BIFNG,GO_Biological_Process_2023_Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428),HLA-B;HLA-C;HLA-A;HLA-F;HLA-E
642,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Inflammatory Response (GO:0050727),GSDMD;STAT3;IFI35;USP18;CX3CL1;TNFRSF1A;NFKBIA;CYLD;BCL6;TNIP1;MDK;TMSB4X;CASP4;NFKBIZ;CD47;JAK2;PTPN2;SNX6;BIRC3
643,IL1BIFNG,GO_Biological_Process_2023_Chemokine-Mediated Signaling Pathway (GO:0070098),LYN;CXCL10;CXCL9;CXCL11;CXCL8;CIB1;CXCL3;CXCL2;CX3CL1
644,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),CD74;CSF1;CASP4;NLRC5;PARP14;PARP9;HIF1A;TRIM56
645,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),CSRNP1;CEBPB;CD40;MAX;EPAS1;NLRC5;HIF1A;LITAF;CX3CL1;ETS2;RELB;HELZ2;CHCHD2;PLAGL1;ZC3H12A;NAMPT;DHX36;JUNB;IER2;EIF5A;LMO1;AKIRIN2;PCGF5;RIPK2;STAT1;STAT2;STAT3;LMO7;NFKB1;NFKB2;TNFRSF1A;BMP5;NFKBIA;CXCL10;PLSCR1;TNIP1;ELF3;IRF1;BCL3;IRF2;IRF7;NCOA7;PTMA;ATF3;IRF9;NFE2L2
646,IL1BIFNG,GO_Biological_Process_2023_I-kappaB kinase/NF-kappaB Signaling (GO:0007249),NFKBIA;RIPK2;BCL3;TANK;NFKB1;RELB;NFKB2;BIRC3
647,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),CXCL10;CXCL9;CXCL11;GSTO1;CALM3;CALM2;CX3CL1
648,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Apoptotic Process (GO:0043065),TNFAIP8;BTG1;GADD45B;TNFRSF12A;PDCD5;CFLAR;UBE2Z;CTSS;IFIT2;GADD45G;DNAJA1;BCL6;CTSL;UBD;ZC3H12A;TNFSF10;FAS;PMAIP1;TGM2;MCL1
649,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),SLC9A3R1;CYLD;TNFRSF12A;CTSL;TNFSF10;PMAIP1;FAS;CTSS;PML
650,IL1BIFNG,GO_Biological_Process_2023_Defense Response To Protozoan (GO:0042832),BATF2;CD40;GBP2;GBP1;GBP4
651,IL1BIFNG,GO_Biological_Process_2023_Interferon-Mediated Signaling Pathway (GO:0140888),IFITM3;SP100;STAT1;IRF1;STAT2;JAK2;TANK;JAK1
652,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Peptidase Activity (GO:0010952),PSENEN;CTSL;PSME1;PSME2;TANK;CTSS
653,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Defense Response To Virus By Host (GO:0050691),HSP90AA1;APOBEC3G;DTX3L;STAT1;ZC3H12A;PARP9;TRIM22
654,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426),SOCS3;SOCS1;BCL3;PARP14;PTPN2
655,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Apoptotic Process (GO:0043066),TNFAIP8;IFI6;CIB1;UBE2Z;IFIT3;CX3CL1;HSP90B1;SOCS3;MDK;LAMP3;ZC3H12A;CFL1;IER3;MCL1;SNX6;CD74;TSC22D1;HSPA5;CFLAR;SOD2;NFKB1;DNAJA1;BCL3;FAS;IL6ST;PTMA;LGMN;BIRC3
656,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Type I Interferon (GO:0071357),IFITM3;SP100;STAT1;STAT2;IFIT1;TANK;JAK1
657,IL1BIFNG,GO_Biological_Process_2023_Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),EIF5A;NFKBIA;STAT1;TMSB4X;JAK2;TNFRSF1A;BIRC3
658,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Cellular Process (GO:0048523),CDKN1A;BTG1;CXCL8;CCDC125;PDCD5;CIB1;IFI35;IFIT3;RND1;SLC9A3R1;MDK;FTH1;JAK2;S100A11;LYN;APOBEC3G;VPS13C;EIF2AK2;SOD2;PLAAT4;HOPX;PML;BMP5;VAMP8;BST2;BCL6;IRF1;TXNIP;PTPN2;CHMP5
659,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042532),SOCS3;SOCS1;PARP14;PTPN2
660,IL1BIFNG,GO_Biological_Process_2023_Peptide Antigen Assembly With MHC Protein Complex (GO:0002501),PDIA3;HLA-DRA;TAPBPL;CALR;TAPBP
661,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Viral Entry Into Host Cell (GO:0046596),IFITM3;CD74;P4HB;TRIM38;TRIM21;TRIM22;LY6E
662,IL1BIFNG,GO_Biological_Process_2023_Response To Unfolded Protein (GO:0006986),DNAJA1;HSPA8;PTPN1;ERP44;HSP90AA1;DERL1;OPTN
663,IL1BIFNG,GO_Biological_Process_2023_Inflammatory Response (GO:0006954),CD40;CXCL9;CEBPB;CXCL8;RIPK2;STAT3;CXCL3;CXCL2;CX3CL1;NFKB1;RELB;NFKB2;TNFRSF1A;CXCL10;CXCL11;ELF3;APOL2
664,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Chemokine (GO:1990869),CXCL10;CXCL9;CXCL11;CXCL8;ZC3H12A;CXCL3;CXCL2;CX3CL1
665,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060334),NLRC5;PARP14;PARP9;PTPN2
666,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Innate Immune Response (GO:0045089),AKIRIN2;GBP5;PLSCR1;NLRC5;IFI35;HLA-E;TRIM56
667,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),CD40;RIPK2;STAT3;EIF2AK2;CIB1;CFLAR;CX3CL1;FLOT1;RBCK1;TRIM38;TRIM21;PPIA;TRIM22
668,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Interferon-Alpha Production (GO:0032727),IFIH1;RIPK2;STAT1;DHX36;IRF7
669,IL1BIFNG,GO_Biological_Process_2023_Proteolysis Involved In Protein Catabolic Process (GO:0051603),UBB;CTSL;HM13;CTSZ;PMAIP1;ISG15;TRIM21;CTSS;LGMN
670,IL1BIFNG,GO_Biological_Process_2023_Interleukin-27-Mediated Signaling Pathway (GO:0070106),OAS1;STAT1;MX1
671,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),HLA-B;HLA-C;HLA-DRA;HLA-A;HLA-F;HLA-E
672,IL1BIFNG,GO_Biological_Process_2023_Regulation Of Transcription By RNA Polymerase II (GO:0006357),CSRNP1;CD40;WWC1;UBE2D3;BACH1;LITAF;CX3CL1;ETS2;ZFP36;CHCHD2;ZC3H12A;NAMPT;BBX;JUNB;IER2;EIF5A;LMO1;BATF2;BATF3;RIPK2;HSBP1;SP110;ARID5B;LMO7;BAZ1A;PARP9;TNFRSF1A;ETV6;ETV7;PLSCR1;ELF3;SUB1;IRF1;IRF2;IRF7;NCOA7;PTMA;ATF3;IRF9;CEBPB;SP100;CEBPD;MAX;EPAS1;CREM;NLRC5;HIF1A;RELB;HELZ2;SDCBP;PLAGL1;CREG1;DHX36;MIER1;RBBP8;CAMTA1;FNIP2;AKIRIN2;PCGF5;STAT1;STAT2;STAT3;SOD2;NFKB1;HOPX;NFKB2;BMP5;NFKBIA;CXCL10;BCL6;TNIP1;BCL3;ID1;CALR;SP140L;SIM1;NFE2L2
673,IL1BIFNG,GO_Biological_Process_2023_Positive Regulation Of Immune Response (GO:0050778),GBP5;AKIRIN2;CD74;PLSCR1;RSAD2;HLA-DRA;IFI35;IL6ST;TRIM56
674,IL1BIFNG,GO_Biological_Process_2023_Cellular Response To Interleukin-6 (GO:0071354),STAT3;IL6ST;JAK2;NFKB1;JAK1
675,IL1BIFNG,GO_Biological_Process_2023_Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),IFIH1;CYLD;OAS3;DHX58;IRF7
676,IL1BIFNG,GO_Biological_Process_2023_Negative Regulation Of Oxidative Stress-Induced Cell Death (GO:1903202),TXN;SOD2;FBXO7;PPIA;NFE2L2
677,IL1BIFNG,GO_Biological_Process_2023_Interleukin-6-Mediated Signaling Pathway (GO:0070102),STAT3;IL6ST;JAK2;JAK1
678,IL1BIFNG,GO_Biological_Process_2023_Protein Catabolic Process (GO:0030163),HSPA8;CASP7;HSP90AA1;CTSL;CTSZ;PMAIP1;FBXO6;TRIM21;CTSS;LGMN
679,IL1BIFNG,"GO_Biological_Process_2023_DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",CDKN1A;SP100;BCL3;RPS27L;NBN;PML
